248	Candida_infanticola	6200500
249	Candida_freyschussii	8007033
250	Pichia_norvegensis	7947883
251	Metschnikowia_matae	9193686
252	Dipodascus_albidus	9997492
253	Lachancea_kluyveri	7931394
254	Candida_boidinii_JCM9604	9932336
255	Candida_ascalaphidarum	7644627
256	Torulaspora_microellipsoides	8098032
257	Lipomyces_lipofer	10562906
258	Candida_sorboxylosa	7310835
259	Metschnikowia_santaceciliae	8691573
260	Metschnikowia_lockheadii	8751774
261	Candida_emberorum	8448284
262	Ogataea_pilisensis	9059868
263	Kazachstania_turicensis	8407685
264	Blastobotrys_raffinofermentans	8847862
265	Metschnikowia_bowlesiae	8368481
266	Komagataella_pastoris	7342596
267	Nadsonia_fulvescens_var_elongata	9091012
268	Ogataea_trehaloabstinens	8714804
269	Metschnikowia_matae_maris	9187590
270	Saturnispora_saitoi	7500509
271	Lachancea_thermotolerans	7468443
272	Ashbya_aceri	6883802
273	Komagataella_pseudopastoris	7287461
274	Trigonopsis_vinaria	7809158
275	Kazachstania_martiniae	8312010
276	Yarrowia_deformans	9252829
277	Cyberlindnera_maclurae	7744650
278	Ogataea_zsoltii	8625193
279	Phaffomyces_antillensis	8298522
280	Spathaspora_arborariae	8654404
281	Lachancea_cidri	7643283
282	Debaryomyces_prosopidis	9495564
283	Spathaspora_gorwiae	9319890
284	Ogataea_methanolica	9133056
285	Eremothecium_coryli	6877130
286	Nakaseomyces_bracarensis	7943579
287	Kluyveromyces_aestuarii	7197015
288	Lipomyces_mesembrius	9567241
289	Kloeckera_hatyaiensis	6697322
290	Lipomyces_doorenjongii	8267537
291	Pichia_kudriavzevii	8153436
292	Metschnikowia_hawaiiensis	8417512
293	Sporopachydermia_quercuum	8913518
294	Cyberlindnera_petersonii	8249460
295	Blastobotrys_muscicola	8701070
296	Blastobotrys_proliferans	9842474
297	Metschnikowia_bicuspidata	7803618
298	Saccharomyces_kudriavzevii	8162091
299	Candida_incommunis	7938276
300	Candida_corydali	8387688
301	Ambrosiozyma_kashinagacola	8893269
302	Ambrosiozyma_vanderkliftii	9228912
303	Candida_pyralidae	8293362
304	Kazachstania_siamensis	8092815
305	Lodderomyces_elongisporus	8935334
306	Torulaspora_maleeae	7183938
307	Saccharomyces_arboricola	8184299
308	Metschnikowia_mauinuiana	8377818
309	Candida_azyma	8564070
310	Starmera_quercuum	8446545
311	Zygotorulaspora_florentina	7684629
312	Cyberlindnera_jadinii	8497091
313	Tetrapisispora_fleetii	7987629
314	Yueomyces_sinensis	8166468
315	Ogataea_methylivora	9453844
316	Zygotorulaspora_mrakii	7429476
317	Metschnikowia_dekortum	8205179
318	Kazachstania_taianensis	7967265
319	Kuraishia_molischiana	8041827
320	Ogataea_populiabae	8573373
321	Candida_tropicalis	9130865
322	Candida_succiphila	8647945
323	Torulaspora_franciscae	8048953
324	Priceomyces_castillae	8147014
325	Metschnikowia_kipukae	7863239
326	Lachancea_meyersii	7391790
327	Pichia_nakasei	7596684
328	Ogataea_parapolymorpha	7515859
329	Wickerhamomyces_canadensis	8793778
330	Kazachstania_aerobia	8105271
331	Nakaseomyces_castellii	7213721
